State,Program/Opportunity Name,"Grade Levels
(Key: 0 - K and under, 13 - over high school)",,Eligibility Requirements,Cost/Funding,Cost/Funding Breakdown,,,,Deadlines,Deadlines,,Website/Link,Category (Type of Opportunity),"Field (Area of Focus)
Original",Delivery Context (Where Offered),Notes,,,,,,,,,,,,,,,,
Rhode Island,Rhode Island Hospital High School Volunteer Program,11,12,"Must be at least 16 years old; enrolled in high school; complete application, interview, and health clearance",Free; unpaid,,N,,,varies,Varies,,https://www.brownhealth.org/locations/rhode-island-hospital/volunteer-opportunities-rhode-island-hospital-and-its-hasbro-1,Volunteer/Service,Health / Medicine,Outside School,"Volunteers assist with patient transport, clerical tasks, hospitality, and wayfinding; program fosters responsibility, empathy, and exposure to medical careers;",,,,,,,,,,,,,,,,
Rhode Island,Save The Bay Internship,9,13,Must meet time commitment and submit resume + cover letter; some roles may require work samples,Free; unpaid,,N,,,"fall, spring, summer",Seasonal,,https://volunteer.savebay.org/agency/detail/?agency_id=68998,Volunteer/Service,Multidisciplinary,Outside School,"Internships available in education, restoration, animal husbandry, and communications;",,,,,,,,,,,,,,,,
South Carolina,Carolina Master Scholars Adventure Series,6,12,Must be academically talented; submit application with transcript or report card; attend accredited school or provide evidence of academic success,varies,,,,,end of May,,May,https://sc.edu/about/offices_and_divisions/continuing_education/youth_and_teen_pre-university_programs/carolina_master_scholars_adventure_series/index.php,Academic Program,Multidisciplinary,Outside School,"Class size limited to ~20 students; includes orientation, daily instruction, afternoon activities, and Friday presentations; USAly recognized program with hands-on learning and social engagement",,,,,,,,,,,,,,,,
South Carolina,GSSM Accelerate (Engineering Dual Enrollment),10,12,Partner high school; admissions; residency,No tuition; state-funded,,N,,School-funded,Apply in 10th grade,,,https://www.scgssm.org/admissions/accelerate-application-requirements,Academic Program,Engineering,Through School,Online engineering courses during school day + labs,,,,,,,,,,,,,,,,
South Carolina,GSSM GoSciTech (Summer STEM),6,10,Open to SC students; application,$260; scholarships available,260.00,Y,Y,,Summer; apps open winter/spring,Spring,,https://www.scgssm.org/summercamps,Academic Program,Science,Outside School,Residential/day/virtual options at SC Governor’s School for Science & Mathematics,,,,,,,,,,,,,,,,
South Carolina,SC Bar High School Mock Trial,9,12,School team with attorney/teacher advisors,$225; financial aid sometimes available,225.00,Y,Y,,Regionals late Feb; State mid?Mar,,February,https://www.scbar.org/for-the-public/law-related-education/mock-trial/high-school-mock-trial/,Competition,Leadership,Outside School,Top team advances to USA championship,,,,,,,,,,,,,,,,
South Carolina,SC Governor’s School for the Arts & Humanities,9,12,Audition/portfolio; SC residency for residential HS,Public; free tuition for residential HS (fees vary for camps),,Y,Y,School-funded,"Priority deadline Jan 14, 2026; rolling after",Rolling Admission,,https://www.scgsah.org/,Academic Program,Arts,At School,Residential public arts high school + summer programs,,,,,,,,,,,,,,,,
South Carolina,SCISA Science Fair,3,12,"USC Region: Students in 9th–12th grade from designated counties (e.g., Richland, Lexington, Sumter) enrolled in public, private, or homeschool programs","USC Region: $25 for individual projects, $45 for group projects (2–3 students);",35.00,Y,N,,"February 14, 2025",,February,https://www.scisa.org/activities/fall-activities/science-fair.html,Competition,Science,Through School,"USC Region winners may advance to ISEF in Columbus, Ohio (May 10–16, 2025);",,,,,,,,,,,,,,,,
South Carolina,South Carolina 4?H (Clemson Extension),6,12,Ages 5–18; county clubs,$15; scholarships available,15.00,Y,Y,,Year-round,Rolling Admission,,https://www.clemson.edu/extension/4h/,Club,Leadership,Outside School,"STEM, ag, healthy living; county & state events",,,,,,,,,,,,,,,,
South Carolina,South Carolina DECA,9,12,Active DECA chapter; membership,$16 ,16.00,Y,N,,Deadlines vary by chapter; state CDC in spring,Varies,,https://www.scdeca.org/,Club,Business,At School,Marketing/finance/hospitality & entrepreneurship,,,,,,,,,,,,,,,,
South Carolina,South Carolina FFA,7,12,Must be enrolled in an agricultural education course at a participating school;,Low-cost,Low,Y,N,,fall,Fall,,https://www.clemson.edu/extension/scaged/ffa/index.html,Academic Program,Science,At School,"students participate in Career Development Events (CDEs), leadership conferences, and service projects;",,,,,,,,,,,,,,,,
South Carolina,South Carolina FFA Association,6,12,Enrolled in agricultural education,$7; CTE funded,7.00,Y,N,,Year-round; state convention spring,Rolling Admission,,https://www.clemson.edu/extension/scaged/ffa/,Club,Leadership,At School,CTE-integrated leadership & career development,,,,,,,,,,,,,,,,
South Carolina,South Carolina Governor’s School for the Arts and Humanities (SCGSAH),6,12,"South Carolina residents; must apply and audition for chosen discipline (creative writing, dance, drama, film, music, or visual arts); academic transcripts and recommendations required",Free; financial assistance available for summer,,N,,,"January 10, 2026",,January,scgsah.org,Academic Program,Arts,Outside School,"Ranked #1 arts high school in SC; students receive college-level arts training and high academic achievement (avg. SAT 1240, ACT 27);",,,,,,,,,,,,,,,,
South Carolina,South Carolina HOSA,9,12,Active HOSA chapter; membership,$15-$25; travel varies,20.00,Y,N,,Deadlines vary; state conference in spring,Varies,,https://www.schosa.org/,Club,Health,At School,Health professions leadership & competitive events,,,,,,,,,,,,,,,,
South Carolina,South Carolina Junior Scholars Program,8,9,PSAT/NMSQT qualifying score; SC residency,Free (school/district administered),,N,,,Testing in fall; recognition timelines winter/spring,Fall,,https://ed.sc.gov/instruction/standards-learning/graduation/junior-scholars-program/,Academic Program,Multidisciplinary,Through School,State recognition for high-achieving 8th graders,,,,,,,,,,,,,,,,
South Carolina,USATF South Carolina Junior Olympics,6,12,USATF membership; age groups; qualifying meets,$10+; travel varies,10.00,Y,N,,Association meets early summer; JO USAs July,Summer,,https://southcarolina.usatf.org/,Competition,Sports,Outside School,Track & field and XC youth pathway; includes MS/HS,,,,,,,,,,,,,,,,
South Carolina,"Veritas AI Scholars Program
",9,12,Open to students worldwide; no prior coding experience required; interest in AI and data science encouraged,"Tuition $900–$1,200; need-based financial aid available",1050.00,Y,Y,,varies,Varies,,https://www.veritasai.com/ai-scholars,Academic Program,Technology / Coding,Outside School,25-hour program over 10 weekends or 2 summer weeks; includes lectures and small-group mentorship,,,,,,,,,,,,,,,,
South Dakota,Dakota STEM Scholars Program,9,12,Must live in SD; strong interest in STEM,Free,,N,,,Summer,Summer,,https://dakotastem.org,Academic Program,STEM,Outside School,"Work closely with mentors on STEM projects; includes lab experiments, teamwork challenges, and career exploration to prepare for college-level STEM studies.",,,,,,,,,,,,,,,,
South Dakota,Junior Achievement South Dakota,6,12,Students in participating schools,Free,,N,,,Fall/Spring,Seasonal,,https://jasd.org,Other,Business,Through School,"Learn entrepreneurship, business planning, and financial literacy; students create and pitch projects with real-world applications.",,,,,,,,,,,,,,,,
South Dakota,SD 4-H Programs,6,12,Open to youth in SD; membership in 4-H,Low cost/ free,Low/Free,Y,Y,,Varies,Varies,,https://sd4h.org,Club,Multidisciplinary,Through School,"Year-round hands-on activities including agriculture, STEM, leadership, and service projects; fosters creativity, responsibility, and real-world skills.",,,,,,,,,,,,,,,,
South Dakota,SD Health Careers Internship,11,12,SD high school students; interest in health,Free,,N,,,Summer,Summer,,https://sdhealthintern.org,Other,Health,Outside School,"Hands-on experience in clinics, hospitals, and labs; shadow health professionals and learn practical skills in medicine and patient care.",,,,,,,,,,,,,,,,
South Dakota,South Dakota Music Academy,6,12,Students interested in music; audition required,$100,100.00,Y,N,,Summer,Summer,,https://sdmusicacademy.org,Academic Program,Arts,Outside School,"Intensive summer program in music, performance, and theory; includes masterclasses, recitals, and mentorship from professional musicians.",,,,,,,,,,,,,,,,
South Dakota,South Dakota Science & Engineering Fair,6,12,Open to SD students; project judged at school & state level,Free,,N,,,Spring,Spring,,https://sdsef.com,Competition,STEM,At School,"Students present their research projects to judges, gain hands-on experience in scientific methods, and may advance to USA competitions for recognition.",,,,,,,,,,,,,,,,
South Dakota,South Dakota Sports Leadership Camp,9,12,SD residents interested in sports,$50,50.00,Y,N,,Summer,Summer,,https://sdleadcamps.com,Other,Sports,Outside School,"Teamwork-focused athletic challenges, leadership exercises, and mentoring from sports professionals; enhances communication, strategy, and collaboration skills.",,,,,,,,,,,,,,,,
South Dakota,South Dakota Youth Leadership Forum,9,12,SD residents; leadership potential,Free,,N,,,June,,June,https://sdyleadership.org,Other,Leadership,At School,"Interactive leadership workshops, group projects, and public speaking exercises; develops leadership skills, teamwork, and civic engagement.",,,,,,,,,,,,,,,,
Tennessee,2026 State Mock Trial Competition,9,12,open to all,"• privately funded
• free",,N,,,January 23,,January,https://www.tba.org/?pg=tennessee-high-school-mock-trial-0,Competition,Leadership,Outside School,"• Winning team will participate in the 
USA HS mock trial.
• Requires travel",,,,,,,,,,,,,,,,
Tennessee,2026 Student Design Challenge,0,12,open to all,"• privately funded
• free",,N,,,November 1,,November,https://www.tsin.org/statewide-design-challenge/,Competition,Technology,Outside school,"Students identify an issue and create an innovative, sustainable solution.
Overarching focus is Land conservation.",,,,,,,,,,,,,,,,
Tennessee,"Abbie Jane Harper Memorial 
Scholarship Fund",12,12,"• Be a graduating senior of Maryville High School
• GPA (3.5+)
• Be a student athlete
• Essay",privately funded,,,,Privately-funded,March 15,,March,https://easttennesseefoundation.org/scholarships/abbie-jane-harper-memorial-scholarship-fund/,Scholarship,Sports,Through School,"Offers $4,000 per-year for four years 
to support college",,,,,,,,,,,,,,,,
Tennessee,Appalachian STEM Academy at Oak Ridge,9,12,High school students from Appalachian region,Free,,N,,,"July 5-18, 2025",,July,https://www.orau.org/arc-ornl/,Academic Program,STEM ,Outside School,"Hands-on STEM research with ORNL scientists, culminating in graduation ceremony",,,,,,,,,,,,,,,,
Tennessee,Applied STEM Foundations Summer Institute (ETSU),8,12,Open to regional students,$25,25.00,Y,N,,Summer,Summer,,https://www.etsu.edu/coe/summer-camp/applied-stem/,Academic Program,STEM ,Outside School,"3-week program with two STEM tracks and hands-on activities, including experiments and mentorship",,,,,,,,,,,,,,,,
Tennessee,Artist in the Courtroom Competition,9,12,open to all,"• privately funded
• free",,N,,,January 23,,January,https://www.tba.org/?pg=2025_Artist_Competition,Competition,Arts,Outside school,"• Takes place at the same time as the Mock Trial competition.
• Winner will represent TN in the USA  competition
• Only two students per school can participate
• Requires travel",,,,,,,,,,,,,,,,
Tennessee,"Career and Technical Education 
Dual Enrollment",9,12,"• High School Transcript
• ACT/SAT scores if applicable",scholarship supported,,N,,,Rolling admission,Rolling Admission,,https://www.northeaststate.edu/multi-campus-programs/high-school-programs/,Academic Program,Multidisciplinary,Through School or Outside School,"• Provided by Northeast Estate
• Flexible - classes can be provided on campus, at school, or online
•Courses vary from technology, coding, medicine and welding",,,,,,,,,,,,,,,,
Tennessee,Governor's Schools,11,12,Rising juniors & seniors,Free,,N,,,Summer,Summer,,https://www.tn.gov/education/students/opportunities-for-students.html?,Academic Program,STEM/Arts/Humanities,At School,Intensive residential summer programs offering college-level academics and hands-on learning,,,,,,,,,,,,,,,,
Tennessee,Leadership Academy (Houston High School),9,12,Houston High students; online application & extracurricular participation,Free,,N,,,Annual,,,https://hhs.gmsdk12.org/academics/academies-at-houston/leadership-academy,Academic Program,Leadership,At School,"Includes retreats, club involvement, and community service; builds leadership skills and civic engagement",,,,,,,,,,,,,,,,
Tennessee,Leadership University (Jackson Chamber),11,12,High school juniors in Jackson-Madison County,Free,,N,,,Varies,Varies,,https://jacksontn.com/programs/leadership/leadership-university/,Academic Program,Leadership,Outside School,Interactive leadership skill development and community engagement program,,,,,,,,,,,,,,,,
Tennessee,MUREP Aerospace Academy High School Program (TSU),9,12,High school students in Davidson County,Free,,N,,,Summer,Summer,,https://www.tnstate.edu/murep/highschoolprogram.aspx,Academic Program,STEM,Outside School,"Hands-on STEM enrichment, problem-based learning, and networking with STEM professionals",,,,,,,,,,,,,,,,
Tennessee,"ORNL Next Generation STEM 
Internship Program (NGSI)",11,12,"• Be an US citizen or legal resident
• Be a good standing student in qualifying counties (Anderson, Blount, Knox, Loudon, Morgan, Roane)
• 16+ age
• GPA (3.00+)
• Health insurance
• Recommendation letter
• Resume",scholarship supported,,N,,,October 22,,October,https://zintellect.com/Opportunity/Details/ORNL-NGSI-Spring-2026,Other,Multidisciplinary,Outside School,"• STEM focused
• Student participates with professional research staff at a laboratory
Rigorous and confusing application process",,,,,,,,,,,,,,,,
Tennessee,Pre-College Research Excellence Programs (UT Knoxville),8,12,Middle & high school students,Free,,N,,,Summer,Summer,,https://prep.utk.edu/,Academic Program,STEM,Outside School,"Focused on STEM research to promote skills, college readiness, and real-world problem solving",,,,,,,,,,,,,,,,
Tennessee,Tennessee Governor's School,11,12,"• Letter of recommendation
• Academic records",scholarship supported,,N,,,December 5,,December,https://www.tn.gov/content/tn/education/districts/instruction/tdoe-governors-schools.html,Academic Program,Multidisciplinary,At School,"• Prestigious, residential program
• Statewide",,,,,,,,,,,,,,,,
Tennessee,Tennessee Science Bowl,9,12,open to all (teams are build by each school),privately funded,,N,,Privately-funded,November 23,,November,https://www.orau.gov/sciencebowl/index.html,Competition,Science,Outside School,"• Students that don't provide a SSN or a permanent residence number can't participate in the final rounds.
• Requires travel",,,,,,,,,,,,,,,,
Tennessee,"Tennessee Youth Employment 
Program (TYEP)",9,12,14-24 years of age,privately funded,,N,,Privately-funded,Rolling admission,Rolling Admission,,https://www.tn.gov/workforce/jobs-and-education/services-by-group/services-by-group-redirect/youth-services/work-experience.html,Other,Business,Outside School,"• Connects youths with employers from all sorts of fields
• Pays up to $3500
• An application does not guaranty a job
• Open only through July 1, 2025 – June 30, 2026",,,,,,,,,,,,,,,,
Tennessee,"University Parallel Dual Enrollment 
Program",9,12,"• GPA (3.60+) OR 18-ACT English, 19-ACT Reading, and 19-ACT Math
• High school transcript
• ACT/SAT scores OR passing ACCUPLACER placement test score
• Proof of residency.
• SAT score (490 in Writing and 500 in Reading and Math)
",scholarship supported,,N,,,Rolling admission,Rolling Admission,,https://www.northeaststate.edu/multi-campus-programs/high-school-programs/,Academic Program,Multidisciplinary,Through School or Outside School,"• Provided by Northeast Estate
• Flexible 
• Convoluted requirements",,,,,,,,,,,,,,,,
Tennessee,Youth Leadership Knoxville,11,11,Rising juniors in Knox County,Free,,N,,,Summer & monthly,Summer,,https://leadershipknoxville.com/program/youth-leadership-knoxville/,Academic Program,Leadership,At School,One-week summer camp + monthly sessions + community service; includes 3 college credit hours,,,,,,,,,,,,,,,,
Texas,American Chemical Society Scholars Program,9,12,High school students interested in chemistry.,Scholarship,,,,,Varies,Varies,,https://comptroller.texas.gov/programs/education/msp/funding/aid/faidalpha.php,Scholarship,Science,Outside School,Provides scholarships to underrepresented minority students who want to enter the fields of chemistry or chemistry-related fields.,,,,,,,,,,,,,,,,
Texas,BEST Robotics,6,12,Middle and high school students.,Varies,Varies,Y,N,,Varies,Varies,,https://www.uiltexas.org/academics/stem/robotics,Competition,Technology / Coding,Through School,A robotics competition that provides students with a real-world engineering experience.,,,,,,,,,,,,,,,,
Texas,Boys State Texas,11,11,Leadership potential,Free,,N,,,April,,April,https://www.txboysstate.org,Academic Program,Leadership,Through School,Government learning,,,,,,,,,,,,,,,,
Texas,Cardinal View – Lamar University Open House,9,12,Open to all,Free,,N,,,"Oct 25, 2025",,October,https://www.lamar.edu/admissions/cardinal-view/,Other,Education,Through School,"Campus tours and workshops; includes faculty interaction, informational sessions, and exposure to college-level programs; designed to improve college readiness and awareness of higher education opportunities",,,,,,,,,,,,,,,,
Texas,"Coca-Cola Scholars Foundation, Inc.",12,12,High school seniors.,Scholarship,,,,,Varies,Varies,,https://comptroller.texas.gov/programs/education/msp/funding/aid/faidalpha.php,Scholarship,Leadership / Business,Outside School,An achievement-based scholarship awarded to graduating high school seniors.,,,,,,,,,,,,,,,,
Texas,DECA Scholarship Awards,9,12,DECA members.,Scholarship,,,,,Varies,Varies,,https://comptroller.texas.gov/programs/education/msp/funding/aid/faidalpha.php,Scholarship,Leadership / Business,Through School,Provides scholarships to DECA members to support their college and career goals.,,,,,,,,,,,,,,,,
Texas,Drone Education Program – Humble ISD,9,12,Open to all,Varies,Varies,Y,N,,Rolling Admission,Rolling Admission,,https://www.houstonchronicle.com/news/houston-texas/education/article/humble-isd-drone-school-students-21045476.php,Club,Technology,At School,"Program teaches drone piloting and engineering concepts; includes hands-on projects, competitions, and mentorship; emphasizes STEM skills, teamwork, and innovation",,,,,,,,,,,,,,,,
Texas,FFA Agriculture,9,12,Agriculture class,Membership fee,,Y,N,,Fall,Fall,,https://www.texasffa.org,Club,Science,At School,Farming and science,,,,,,,,,,,,,,,,
Texas,FIRST Robotics Competition,9,12,High school students.,Varies,Varies,Y,N,,Varies,Varies,,https://www.uiltexas.org/academics/stem/robotics,Competition,Technology / Coding,Through School,"A robotics competition that challenges teams of students to design, build, and program a robot to play a themed game.",,,,,,,,,,,,,,,,
Texas,Free College Application Week,12,12,Texas resident,Free,,N,,,"Oct 13-19, 2025",,October,https://www.highered.texas.gov/free-college-application-week/,Other,Education,Through School,"Designed to promote early academic planning and access to higher education; includes workshops, guidance, and fee waivers; aims to increase college application submissions and awareness of financial aid",,,,,,,,,,,,,,,,
Texas,Harris County Taste Test Event,6,12,Open to all,Free,,N,,,Annual,,,https://www.houstonchronicle.com/news/houston-texas/education/article/harris-county-students-cafeteria-food-21088880.php,Club,Health,At School,"Students participate in tasting and evaluating school meals; includes surveys, feedback sessions, and data analysis; fosters responsibility, teamwork, and awareness of nutrition and health",,,,,,,,,,,,,,,,
Texas,Invention Convention Texas,0,12,Open to all,Free,,N,,,Spring,Spring,,https://engineering.tamu.edu/outreach/student-opportunities/Invention%20Convention%20Texas/index.html,Competition,STEM,Through School,"Students design and present innovative projects; includes mentorship, judging, and awards; encourages problem-solving, creativity, and teamwork; annual event with statewide recognition",,,,,,,,,,,,,,,,
Texas,Junior Achievement,0,12,School participates,Free,,N,,,Various,Varies,,https://www.juniorachievement.org,Academic Program,Business,At School,Business education,,,,,,,,,,,,,,,,
Texas,SkillsUSA Texas,9,12,CTE student,Membership fee,,Y,N,,Various,Varies,,https://www.txskillsusa.org,Competition,Technology,At School,Career skills,,,,,,,,,,,,,,,,
Texas,Spark! PK–12,0,12,Open to all,Free,,N,,,Varies by event,Varies,,https://engineering.tamu.edu/outreach/index.html,Club,STEM,At School,"Offers hands-on engineering and technology activities; includes workshops, labs, and mentorship; program fosters creativity, collaboration, and STEM skills; designed to inspire curiosity and career exploration",,,,,,,,,,,,,,,,
Texas,TAMS Early College,11,12,Top grades and test scores,State tuition,,Y,N,,1-Feb,,February,https://tams.unt.edu,Academic Program,STEM,Outside School,Early college program,,,,,,,,,,,,,,,,
Texas,Texas 4-H,0,12,Anyone can join,Small fee,Low,Y,N,,Ongoing,Rolling Admission,,https://texas4-h.tamu.edu,Club,Leadership,Outside School,Youth club,,,,,,,,,,,,,,,,
Texas,Texas 4-H Opportunity Scholarship Program,12,12,Texas 4-H members.,Scholarship,,,,,Varies,Varies,,https://comptroller.texas.gov/programs/education/msp/funding/aid/faidalpha.php,Scholarship,Leadership / Business,Through School,Provides scholarships to Texas 4-H members who are graduating high school.,,,,,,,,,,,,,,,,
Texas,Texas Armed Services Scholarship Program,12,12,Texas high school students.,Scholarship,,,,,Varies,Varies,,https://comptroller.texas.gov/programs/education/msp/funding/aid/faidalpha.php,Scholarship,Other,Outside School,"A state-level scholarship for students who are committed to serving in the Texas Army National Guard, Texas Air National Guard, or as a commissioned officer in any branch of the armed forces of the United States.",,,,,,,,,,,,,,,,
Texas,Texas Education Savings Account Program,0,12,K–12 students.,State-funded,,N,,School-funded,Varies,Varies,,https://www.edchoice.org/state/texas/,Other,Multidisciplinary,Outside School,Education Savings Account.,,,,,,,,,,,,,,,,
Texas,Texas High School Aerospace Scholars,11,12,"GPA 3.0+, U.S. Citizen, Texas resident",Free,,N,,,Fall,Fall,,https://www.nasa.gov/learning-resources/high-school-aerospace-scholars/,Competition,STEM,Through School,"NASA-sponsored program; includes online modules, design challenges, and summer residency; students gain hands-on aerospace engineering experience and mentorship; encourages teamwork and college readiness",,,,,,,,,,,,,,,,
Texas,Texas Science Fair,6,12,Local fair winner,$50 fee,50.00,Y,N,,March,,March,https://www.txsciencefair.org,Competition,Science,Through School,State science fair,,,,,,,,,,,,,,,,
Texas,TMEA Music,9,12,Music audition,Fee for camp,,Y,N,,Summer,Summer,,https://www.tmea.org,Competition,Arts,Outside School,All-state music,,,,,,,,,,,,,,,,
Texas,UIL Academics,6,12,School membership,School pays,,N,,School-funded,Various,Varies,,https://www.uiltexas.org,Competition,Multidisciplinary,At School,Academic contests,,,,,,,,,,,,,,,,
Texas,UIL STEM Program,6,12,Middle and high school students.,Varies,Varies,Y,N,,Varies,Varies,,https://www.uiltexas.org/academics/stem,Competition,Multidisciplinary,Through School,"Includes high school competitions in Calculator Applications, Computer Science, Mathematics, Number Sense and Science, as well as Robotics.",,,,,,,,,,,,,,,,
Texas,University of Texas at Dallas Music Concentration,9,12,High school students interested in music.,Varies,Varies,Y,N,,Varies,Varies,,https://bass.utdallas.edu/degrees/undergraduate-degrees/visual-and-performing-arts/music/,Academic Program,Arts,Outside School,"Designed for students who want to develop their musical skills and deepen their understanding of music's history, theory, and creative practice.",,,,,,,,,,,,,,,,
Texas,Youth Programs – Texas Workforce Commission,9,12,Varies by program,Varies,Varies,Y,N,,Varies by event,Varies,,https://www.twc.texas.gov/programs/youth-programs,Other,Career Exploration,Outside School,"Internships last 6–8 weeks (20–35 hours/week); students attend a work-readiness bootcamp and pitch competition; available in education, restoration, animal husbandry, and communications; programs provide practical experience and skill development",,,,,,,,,,,,,,,,
USA,3M Young Scientist Challenge,5,8,"Be a legal U.S. resident, enrolled in grades 5-8, and submit a 1-2 minute video of an original innovation for an everyday problem.",Free,,N,,,May 1st,,May,https://youngscientistlab.com,Competition,Science,Outside School,An annual science competition for U.S. students in grades 5-8 to develop an innovative solution to an everyday problem.,,,,,,,,,,,,,,,,
USA,"4?H Programs (including STEM / USA 4?H STEM Challenge, etc.)",6,12,Open to youth in 4?H in their states; some activities/projects may require registration,"Typically low cost or free, with many programs funded via state 4?H/Extension, grants; some with small participation / materials fees.",Low/Free,Y,Y,,Deadlines vary by state & program; many STEM challenge kits or 4?H contest deadlines in spring; meetings or clubs year?round.,Varies,,https://4?h.org/programs/,Academic Program,Multidisciplinary,Outside School,Because 4?H has presence in every county in every U.S. state.  The STEM Challenge is a USA event / kit distributed; many STEM and technology?oriented projects.,,,,,,,,,,,,,,,,
USA,AAU Junior Olympic Games(USA Program),11,12,"Varies on sport, generally open to everyone (indiviual or team) who registers","AAU
Student Paid
Grants 
Ticket Sales
Program Services
Private Sources
Public Sources",,N,,,"N/a
Varies by sport",Varies,,https://www.aausports.org/,Competition,Athletics,"Off Site 
Various Locations",,,,,,,,,,,,,,,,,
USA,Congressional Award,9,13,Set personal goals,Free,,N,,,Rolling,Rolling Admission,,https://www.congressionalaward.org,Volunteer/Service,Leadership,Outside School,Goal setting program,,,,,,,,,,,,,,,,
USA,Dell scholars,12,12,"2.4 GPA ,Pell grant ",free,,N,,,"December 15 application open,may 15 it closes",,May,https://www.dellscholars.org/students/#faqs&faq=how-do-i-apply,Scholarship,Multidisciplinary,Outside School,,,,,,,,,,,,,,,,,
USA,Discovery Education 3M Young Scientist Challenge,5,8,Submit a 1–2 minute video describing an invention or idea for solving an everyday problem; judged for innovation and feasibility,No cost,,N,,,15-May,,May,https://www.discoveryeducation.com/3MChallenge/,Competition,Technology / Coding,Outside School,,,,,,,,,,,,,,,,,
USA,Doodle for Google,0,12,K-12 students.,Free,,N,,,Varies,Varies,,https://doodles.google.com/d4g/,Competition,Arts,Outside School,A competition where students create their own Google Doodle for the chance to have it featured on the Google homepage and win scholarships.,,,,,,,,,,,,,,,,
USA,FIRST Robotics Competition (FRC),9,12,School or community team; adult mentors,$6300; grants/sponsors,,,,,Season Jan–Apr; registration in fall,Fall,,https://www.firstinspires.org/programs/frc,Competition,Technology,At School,Large-scale robotics competition; engineering design focus,,,,,,,,,,,,,,,,
USA,Future Business Leaders of America (FBLA),5,12,"Maintain active membership, which includes a minimum GPA (often 2.0 or higher), pay yearly dues, and participate in chapter activities.",$10,10.00,Y,N,,Varies,Varies,,https://www.fbla.org,Club,Leadership / Business,Outside School,"The largest business career & technical student organization in the world, helping more than 200,000 middle school, high school, and college students prepare for careers in business.",,,,,,,,,,,,,,,,
USA,InterUSA Math Bowl,6,12,"All students encouraged, solo competitors allowed.",Free (No entry fee).,,N,,,Register before September 30.,,September,https://www.interUSAmathbowl.com/,Competition,Math,"Outside School, Remote","An online, global, team-based math competition.",,,,,,,,,,,,,,,,
USA,Lumiere Research Scholar Program,9,12,GPA (3.3+),"• Program cost varies from $3190-$9900
• Finantial aid and scholarships are offered",6545.00,Y,Y,,"Varying deadlines 
based on cohort",Varies,,https://www.lumiere-education.com/post/10-summer-programs-for-high-school-students-in-indiana,Academic Program,Multidisciplinary,Outside School (remote),"High-school students are paired with 
Ph.D. mentors to work 1-on-1 on an 
independent research project.",,,,,,,,,,,,,,,,
USA,MathCounts USA Competition,6,8,Middle school students via school/chapter program,Free / low cost (sponsored),,N,,,"Local/Chapter: Jan–Feb, USAs in May",,February,https://www.mathcounts.org,Competition,Math,At School,Culminates in USA finals for middle school math,,,,,,,,,,,,,,,,
USA,National History Day Contest,6,12,Students in grades 6-12.,Varies,Varies,Y,N,,Varies,Varies,,https://www.nhd.org/,Competition,Arts,Through School,An annual event for teachers and students in grades 6–12 that promotes critical thinking.,,,,,,,,,,,,,,,,
USA,Nuclear Science Student Challenge,0,12,• A short survey,"• free
• privately funded",,,,Privately-funded,October 31,,October,https://orise.orau.gov/k12/students/competitions.html,Other,Science,Outside School,"• Student independently researches a nuclear science and submits a survey about what they learned
• Prices are divided by grade and are science related
• Winners are chosen randomly",,,,,,,,,,,,,,,,
USA,Regeneron InterUSA Science & Engineering Fair (ISEF),9,12,"Must qualify through an affiliated regional, state, or USA fair.",Costs associated with affiliated fairs; travel to ISEF is often sponsored.,,,,Privately-funded,Qualifying fairs occur throughout the year; ISEF finals in May.,Varies,,https://www.societyforscience.org/isef/,Competition,Science,Through School,The world's largest interUSA pre-college science competition.,,,,,,,,,,,,,,,,
USA,Regeneron Science Talent Search,12,12,High school seniors who have completed independent science research projects.,Free,,N,,,Varies,Varies,,https://www.societyforscience.org/regeneron-sts/,Competition,Science,Outside School,The nation’s most prestigious science research competition for high school seniors.,,,,,,,,,,,,,,,,
USA,Regeneron Science Talent Search (STS),12,12,"U.S. high school seniors, individual research project",Free; prizes & scholarships available,,N,,,Fall (Nov submission),,November,https://www.societyforscience.org/regeneron-sts/,Competition,Science,Outside School,Most prestigious U.S. high school science research competition,,,,,,,,,,,,,,,,
USA,Science Olympiad,6,12,Open to all,Free,,N,,,Spring,Spring,,https://www.soinc.org/,Competition,STEM,Through School,"USA STEM competition; includes team-based events in engineering, science, and technology; promotes problem-solving, collaboration, and STEM interest",,,,,,,,,,,,,,,,
USA,Science Olympiad (Division B/C),6,12,School team/affiliate; open to all schools,$75-$250; grants available; nonprofit-funded,162.50,Y,Y,Privately-funded,"USA Tournament Reg. Apr 14, 2025; VIP Day Reg. May 1, 2025",,April,https://www.soinc.org/,Competition,Science,At School,USA program with state affiliates; travel possible,,,,,,,,,,,,,,,,
USA,Science Olympiad (USA),6,12,School team enrollment,$600/team fee,600.00,Y,N,,Varies by chapter,Varies,,LinktoScienceOlympiad,Competition,,,,,,,,,,,,,,,,,,,
USA,Science Olympiad USA,6,12,State champion team,Team expenses paid,,N,,,State competition,,,https://www.soinc.org,Competition,Science,Through School,USA science competition,,,,,,,,,,,,,,,,
